wallet_number,contract_function,label,public_key,tx_hash,tx_link,status
11,"verify_credential","Architecture license blockchain query run","GAZLYCGKQMCCZ2MS2PDE2RFXJPHHW2ZCO73CY3IRPG3P2ZK2KSXEBDYX","c259c21c2a3ec82a8cd7e38ad0336223a14c11cca800be73f34c469bf1f806da","https://stellar.expert/explorer/testnet/tx/c259c21c2a3ec82a8cd7e38ad0336223a14c11cca800be73f34c469bf1f806da","SUCCESS"
12,"register_institution","Anna University Chennai Engineering Board","GBOPCNG4KLFJU2RJROVUB5LLIZUFHIRVT3TAQEZTPEDMU7ZLSIYR67UB","017f88f6c2201b3192d35d2b0c0edda3fca8becb7de3d2672e1d0398e4f8337e","https://stellar.expert/explorer/testnet/tx/017f88f6c2201b3192d35d2b0c0edda3fca8becb7de3d2672e1d0398e4f8337e","SUCCESS"
13,"credential_exists","Student records existence verification D","GC7CLZTGFES4PFV2BWEWBJB2P4I4ZH2CPQKVFPJL3HEPK6CBRATZLRMG","8ea5d5e37e61605fdb00b0b073f31674647ad01a408560a0037ddcd1b1366619","https://stellar.expert/explorer/testnet/tx/8ea5d5e37e61605fdb00b0b073f31674647ad01a408560a0037ddcd1b1366619","SUCCESS"
14,"credential_exists","Blockchain presence check for HR audit C","GAJYLY257R4L5MOISWL3MTFTXSOTMP4YOCX2GSC37W474JX4KRWV36CV","ee6ecf00c57fedcf6efc4bc4b3235c1ca926aa0802a03f1af9b9b40ba8278fec","https://stellar.expert/explorer/testnet/tx/ee6ecf00c57fedcf6efc4bc4b3235c1ca926aa0802a03f1af9b9b40ba8278fec","SUCCESS"
15,"verify_credential","Finance cert on-chain verification attempt","GDDAMPVI3NHSLEHBRN4U5EZ7NF3GUVERAWZZZMODFVU2DKJMZTU7QUES","acb8bb8c789533691b67809ca9f82182ea75ac6e9a1ff1d5b4b0ea4af2789495","https://stellar.expert/explorer/testnet/tx/acb8bb8c789533691b67809ca9f82182ea75ac6e9a1ff1d5b4b0ea4af2789495","SUCCESS"
16,"credential_exists","Employer-requested credential audit run I","GAHQLD3QS3SO77WYGQGPEUHRTACLG7SZLAGCIQFHEGW4XXL7BZULAXTF","a152ef850bea706f72547ce46d8e871e81db4d895d4a6653d6cb6e4e5a08ac92","https://stellar.expert/explorer/testnet/tx/a152ef850bea706f72547ce46d8e871e81db4d895d4a6653d6cb6e4e5a08ac92","SUCCESS"
17,"credential_exists","Alumni credential on-chain audit scan E","GA7QMMT2LLFCYVCFD6VKLE53R4VZNI45INYJQGEMBE6AQ4QZ3BWODAVF","b53d1e7a52a012096a1d1e1174da83fc12abe28910fb9499241d3113500744f5","https://stellar.expert/explorer/testnet/tx/b53d1e7a52a012096a1d1e1174da83fc12abe28910fb9499241d3113500744f5","SUCCESS"
18,"verify_credential","Engineering degree tamper-proof verify check","GB2264HG4UPYONK7FULTOABYDOOABB7V3WUGRZGKBOTMHKMNYI4EZWOA","168afaad1e1adf98501557efd7b066411339b9cc72b4c4410f5d5a08d93e7c4f","https://stellar.expert/explorer/testnet/tx/168afaad1e1adf98501557efd7b066411339b9cc72b4c4410f5d5a08d93e7c4f","SUCCESS"
19,"register_institution","Symbiosis Pune Management Institute","GAKCPMKLMEYVUIBG4EJSMBXRUTEEPZRFUDNZTCNHMAKTL6OVHTAOQF3I","d665af4cdd2f52fc7ea76602929fe84f2de7f68eeaf35997d46eaa2bd3a841d7","https://stellar.expert/explorer/testnet/tx/d665af4cdd2f52fc7ea76602929fe84f2de7f68eeaf35997d46eaa2bd3a841d7","SUCCESS"
20,"credential_exists","On-chain verification compliance run B","GD3ZGMNIIZRYBIN3UR2KVHMGPHT3ZRUN3MK2SH7PYYY5Q43YYKFCUIF6","7d7aa73e20b27e5085355dd42537cb05f9ec3c907baeb12195061f04d73f3886","https://stellar.expert/explorer/testnet/tx/7d7aa73e20b27e5085355dd42537cb05f9ec3c907baeb12195061f04d73f3886","SUCCESS"
21,"register_institution","NIT Trichy Engineering Faculty Board","GDI4OLEEZ4ADKG5ES7OLGABXZJ434AARFHYETWWOSZ7VFA72G2BWO3B6","b7b8ec074586e3b8341c290d7f3582a4f78e12b5166b97efc941a89ecbfedfb4","https://stellar.expert/explorer/testnet/tx/b7b8ec074586e3b8341c290d7f3582a4f78e12b5166b97efc941a89ecbfedfb4","SUCCESS"
22,"credential_exists","Regulatory audit credential existence H","GA7YBKVKEIIUZ5BHJS4SPEDEKSTKG2RYQEPWZMK5XKSGHGWAWZC3TODQ","1333c56d6eaf3d411f0a115c08e222ce31739d1cbaf0aca194fdcbef8415669d","https://stellar.expert/explorer/testnet/tx/1333c56d6eaf3d411f0a115c08e222ce31739d1cbaf0aca194fdcbef8415669d","SUCCESS"
23,"credential_exists","Automated credential presence check G","GAHSRT5ZNEAPE3R63UIND66I3Q4NF5GWLBVALOOPITEI2WTSVKRJSWI4","8f4dec86be56a5f21df7c9712385385aed4b170f920008e26658c09c4703bb68","https://stellar.expert/explorer/testnet/tx/8f4dec86be56a5f21df7c9712385385aed4b170f920008e26658c09c4703bb68","SUCCESS"
24,"verify_credential","Law degree immutable record query check","GBUUMC3WROQ7LYFBZIZLVVV7VI2SQW5Y7HADRZA3QJ2C7R2SS5QOIB5Q","6fa1edc907fa283660b9fea13c69ce0d1848cb07e859d245f425cd5f8d428d0d","https://stellar.expert/explorer/testnet/tx/6fa1edc907fa283660b9fea13c69ce0d1848cb07e859d245f425cd5f8d428d0d","SUCCESS"
25,"credential_exists","Compliance credential hash lookup run F","GDFWTHGGSCJSOMHCVYB3HURZA2UFPTBL4DITTNPGSEVUYUEXZG2CCVI4","804371086266ad908f971c5d6ac5273310a3a725cbe079184dc05a8f6e5c5d27","https://stellar.expert/explorer/testnet/tx/804371086266ad908f971c5d6ac5273310a3a725cbe079184dc05a8f6e5c5d27","SUCCESS"
26,"verify_credential","MBA certificate Stellar verification run","GD37MYFWC2U6I65D6SZET6RGMLESY4ZVKPCBU6HKRBII72QF7EVQPH67","2ca19081ffdbbe5d7db153f0022f1672171b8429b71753dbcc6a7fa1580089bc","https://stellar.expert/explorer/testnet/tx/2ca19081ffdbbe5d7db153f0022f1672171b8429b71753dbcc6a7fa1580089bc","SUCCESS"
27,"register_institution","IIT Bombay Electrical Engineering Division","GA62FNF4A3DW3TZUUNE6FSEPE6AIX7BSHS6AOKT6IITLAJ3VBEC7KQEC","1c27698fed75d7f70683527f80f88a195619e3589938c124c1cde03a4ab5a33a","https://stellar.expert/explorer/testnet/tx/1c27698fed75d7f70683527f80f88a195619e3589938c124c1cde03a4ab5a33a","SUCCESS"
28,"register_institution","IIT Delhi Computer Science Department","GAOZ37RASADSVB3O4A6BZLSBQH5RBQCO6YNOXNOWYPH3RXPXG3EU7IA6","dab8695ac905b013b31329a05a66b233bd39f207fdeada6ba42110ba19762250","https://stellar.expert/explorer/testnet/tx/dab8695ac905b013b31329a05a66b233bd39f207fdeada6ba42110ba19762250","SUCCESS"
29,"verify_credential","Medical license on-chain integrity query","GDJLHK2A7Z322QS3WAXH7ESLGFMQZEIQDGMFEMNXM4ETTTBHMDKFDXG4","1c2864c1abc1c838674acefb15da8f0dd1de246fccf66c0158647dc07b14d195","https://stellar.expert/explorer/testnet/tx/1c2864c1abc1c838674acefb15da8f0dd1de246fccf66c0158647dc07b14d195","SUCCESS"
30,"register_institution","All India Medical Council Licensing Authority","GAOSXLN4BLLKIHUIFTJJK2XIYLGQ5DBG2TKFYF6TZJGHUFR3JVIULX3F","244ab73501c46a2ccdbba5fc240de288631213f3f657ac799a1b8c083bc8742e","https://stellar.expert/explorer/testnet/tx/244ab73501c46a2ccdbba5fc240de288631213f3f657ac799a1b8c083bc8742e","SUCCESS"
